asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
7.0,2.0,35.0,46.0,47.57,87.5,333.0,175.0,1001.0,218.0,32.3,33.96,47.55,51.68,47602.0,11267.0,5070.0,,1480.0,105,22105,33.0,10.0,57.0,83.6,72.64,86.8,2397.0,868.0,41.83,,50.35,,1.7825125508008608,59.65,66.96,,16.0,4.0,21.56,28.5,43.0,56.0,688.0,224.0,22,302428.0,,99101.0,2374.0,996.0,49.86,55.42,66.39,71.66,157615.0,71370.0,2000.0
24.0,12.0,103.21,108.25,96.83,100.75,2324.0,1209.0,979.0,212.0,32.51,44.11,50.74,62.19,49670.0,13184.0,6428.0,26.785009861932927,2404.0,105,22105,33.0,17.0,61.12,81.88,57.39,63.18,1894.0,1074.0,48.05,14.869710733923025,58.4,-0.17481440906153,1.7793964620187306,68.4,81.23,14.668901927912836,11.0,9.0,53.91,57.33,76.91,84.33,846.0,759.0,22,439707.0,0.4539229171902073,195275.0,3265.0,1738.0,54.91,61.51,79.75,86.35,260375.0,150084.0,2001.0
15.0,13.0,62.8,67.92,103.13,107.69,1547.0,1400.0,710.0,223.0,38.18,47.13,58.46,69.12,41509.0,15414.0,5618.0,-12.601120099564412,2701.0,105,22105,45.0,28.0,54.71,53.39,83.64,90.86,3764.0,2544.0,54.65,13.735691987513011,62.47,4.28662193758258,1.8556724611161939,81.13,91.91,18.61111111111109,15.0,8.0,52.73,57.88,77.87,102.63,1168.0,821.0,22,455792.0,0.036581177920751884,248262.0,3297.0,2041.0,58.41,64.11,88.82,95.49,292831.0,194892.0,2002.0
34.0,18.0,77.56,71.39,119.79,141.44,4073.0,2546.0,836.0,233.0,42.62,46.83,67.43,81.16,56372.0,18911.0,7031.0,25.15129939480243,3349.0,105,22105,55.0,32.0,60.22,58.28,125.04,138.47,6877.0,4431.0,61.15,11.893870082342172,66.27,-0.48413663140599583,1.8466884709730171,90.34,97.97,11.35215086897572,31.0,13.0,87.84,50.85,93.13,88.08,2887.0,1145.0,22,635160.0,0.3935303822796363,328089.0,4602.0,2593.0,64.81,67.21,95.32,99.24,438666.0,257331.0,2003.0
29.0,14.0,68.48,69.36,101.52,108.14,2944.0,1514.0,1133.0,307.0,42.37,49.63,73.31,86.47,83060.0,26547.0,6320.0,-10.1123595505618,2540.0,105,22105,4.0,1.0,37.5,47.0,76.25,74.0,305.0,74.0,60.24,-1.4881439084219128,67.48,3.724216483633769,1.9154631474103585,92.31,98.14,2.1806508744742104,34.0,10.0,55.56,59.1,99.12,96.1,3370.0,961.0,22,583415.0,-0.08146766169154229,249285.0,3936.0,1943.0,65.62,70.84,97.45,99.64,383574.0,193599.0,2004.0
25.0,11.0,62.8,69.64,126.32,141.91,3158.0,1561.0,1047.0,322.0,48.03,52.97,81.85,86.81,85697.0,27952.0,6285.0,-0.5537974683544333,2561.0,105,22105,2.0,1.0,65.0,48.0,88.5,37.0,177.0,37.0,65.31,8.416334661354586,68.69,-0.308874149222671,1.9095467769101209,99.77,102.73,8.081464630050906,37.0,10.0,55.57,62.4,114.05,88.1,4220.0,881.0,22,627078.0,0.07484037948972855,263103.0,3828.0,1958.0,68.0,70.9,103.22,105.78,395117.0,207125.0,2005.0
27.0,13.0,76.3,85.46,171.96,177.46,4643.0,2307.0,990.0,360.0,57.76,62.21,105.43,103.02,104379.0,37088.0,6526.0,3.834526650755765,2946.0,105,22105,2.0,,51.0,,144.5,,289.0,,73.1,11.92772929107333,78.48,3.6175282493099425,1.978625170998632,115.71,116.23,15.976746516989081,20.0,6.0,52.95,63.83,78.7,87.5,1574.0,525.0,22,755155.0,0.2042441291195034,342410.0,4267.0,2265.0,75.42,79.9,117.26,118.43,500361.0,268248.0,2006.0
27.0,12.0,77.0,86.92,157.59,168.58,4255.0,2023.0,899.0,306.0,72.52,64.03,116.54,121.43,104770.0,37157.0,5798.0,-11.155378486055778,2469.0,105,22105,5.0,1.0,48.4,44.0,133.4,199.0,667.0,199.0,75.39,3.1326949384405056,79.55,10.604747572009643,2.188453375779281,131.99,132.19,14.069656900872896,32.0,12.0,62.13,86.67,125.38,155.67,4012.0,1868.0,22,765280.0,0.013407843422873489,326378.0,3984.0,1927.0,76.29,80.77,135.35,133.88,539227.0,257989.0,2007.0
88.0,52.0,75.64,82.0,180.0,174.46,15840.0,9072.0,2112.0,684.0,56.12,64.29,109.3,110.42,230844.0,75524.0,14560.0,151.12107623318389,6468.0,105,22105,20.0,,49.8,,59.4,,1188.0,,79.5,5.4516514126542015,89.59,-0.49978914926371854,2.1775157232704405,138.49,136.01,4.924615501174334,60.0,20.0,71.73,76.2,144.13,144.0,8648.0,2880.0,22,2016420.0,1.6348787371942297,879712.0,10288.0,5240.0,81.84,87.74,143.61,138.86,1477490.0,727652.0,2008.0
24.0,10.0,74.92,100.5,185.67,175.9,4456.0,1759.0,306.0,100.0,61.19,75.33,106.09,93.97,32464.0,9397.0,3562.0,-75.53571428571428,1608.0,105,22105,5.0,2.0,89.2,111.5,81.2,62.0,406.0,124.0,82.94,4.327044025157223,89.87,0.4066074679911713,2.1863696648179403,145.07,141.22,4.75124557729798,10.0,4.0,80.5,134.75,117.0,173.25,1170.0,693.0,22,516731.0,-0.7437384076730047,227081.0,2629.0,1417.0,85.61,90.08,149.13,144.86,392074.0,205268.0,2009.0
