asian_count_app,asian_count_orig,asian_income_average_app,asian_income_average_orig,asian_loan_average_app,asian_loan_average_orig,asian_value_app,asian_value_orig,black_count_app,black_count_orig,black_income_average_app,black_income_average_orig,black_loan_average_app,black_loan_average_orig,black_value_app,black_value_orig,count_app,count_app_delta,count_orig,county,fips,hawaiian_count_app,hawaiian_count_orig,hawaiian_income_average_app,hawaiian_income_average_orig,hawaiian_loan_average_app,hawaiian_loan_average_orig,hawaiian_value_app,hawaiian_value_orig,income_average_app,income_average_app_delta,income_average_orig,income_mult_delta,income_multiple,loan_average_app,loan_average_orig,loan_avg_app_delta,native_count_app,native_count_orig,native_income_average_app,native_income_average_orig,native_loan_average_app,native_loan_average_orig,native_value_app,native_value_orig,state,value_app,value_app_delta,value_orig,white_count_app,white_count_orig,white_income_average_app,white_income_average_orig,white_loan_average_app,white_loan_average_orig,white_value_app,white_value_orig,year
,,,,,,,,,,,,,,,,438.0,,134.0,053,55053,3.0,1.0,24.67,19.0,51.67,75.0,155.0,75.0,43.09,,46.07,,1.679914133209561,57.91,61.78,,7.0,2.0,67.57,87.5,69.29,100.5,485.0,201.0,55,25365.0,,8278.0,244.0,105.0,44.13,45.3,61.78,64.26,15074.0,6747.0,2000.0
1.0,1.0,75.0,75.0,98.0,98.0,98.0,98.0,3.0,2.0,79.67,95.5,84.33,91.5,253.0,183.0,561.0,28.08219178082192,244.0,053,55053,,,,,,,,,51.59,19.726154560222795,55.04,-1.8222325925735916,1.6493021903469662,68.07,72.43,17.54446554999136,4.0,4.0,26.5,26.5,21.25,21.25,85.0,85.0,55,38189.0,0.5055785531243839,17673.0,313.0,188.0,55.6,58.86,75.05,75.85,23492.0,14260.0,2001.0
2.0,1.0,54.5,72.0,71.5,94.0,143.0,94.0,2.0,1.0,49.5,48.0,79.0,96.0,158.0,96.0,633.0,12.834224598930488,348.0,053,55053,1.0,,16.0,,36.0,,36.0,,54.85,6.31905408024811,59.73,10.54093465638557,1.8231540565177757,80.0,85.11,17.52607609813428,6.0,4.0,73.0,90.0,78.67,103.25,472.0,413.0,55,50643.0,0.32611484982586614,29617.0,441.0,301.0,58.71,61.08,86.26,86.14,38042.0,25928.0,2002.0
1.0,1.0,51.0,51.0,176.0,176.0,176.0,176.0,1.0,1.0,26.0,26.0,22.0,22.0,22.0,22.0,771.0,21.800947867298582,355.0,053,55053,3.0,,32.67,,93.33,,280.0,,54.42,-0.7839562443026415,55.62,5.728868063212045,1.9276001470047774,83.92,83.23,4.899999999999993,14.0,5.0,50.07,46.6,66.57,70.8,932.0,354.0,55,64699.0,0.2775506980234188,29546.0,654.0,319.0,54.24,56.03,83.43,83.25,54564.0,26557.0,2003.0
,,,,,,,,6.0,3.0,54.67,59.33,108.33,105.33,650.0,316.0,636.0,-17.50972762645915,265.0,053,55053,1.0,1.0,73.0,73.0,76.0,76.0,76.0,76.0,56.62,4.042631385520012,58.43,8.128753090780627,2.0842900035323204,94.41,91.58,12.5,12.0,6.0,45.0,34.67,79.75,89.5,957.0,537.0,55,60047.0,-0.07190219323328029,24268.0,514.0,233.0,57.55,59.39,94.27,93.3,48455.0,21739.0,2004.0
2.0,1.0,15.0,15.0,64.0,64.0,128.0,64.0,6.0,3.0,58.33,59.33,70.67,37.67,424.0,113.0,835.0,31.289308176100626,292.0,053,55053,1.0,,42.0,,40.0,,40.0,,70.2,23.984457788767234,78.74,-14.227421101692883,1.7877492877492878,100.4,99.15,6.3446668785086535,19.0,5.0,49.32,50.0,90.11,111.2,1712.0,556.0,55,83836.0,0.39617299781837567,28952.0,647.0,259.0,73.55,82.31,100.61,100.17,65094.0,25943.0,2005.0
,,,,,,,,4.0,1.0,82.25,99.0,93.0,60.0,372.0,60.0,831.0,-0.4790419161676662,299.0,053,55053,1.0,,40.0,,96.0,,96.0,,64.36,-8.31908831908832,73.58,12.485236183915681,2.0109540087010567,103.54,106.7,3.1274900398406302,13.0,6.0,45.0,51.17,73.54,69.0,956.0,414.0,55,86042.0,0.026313278305262644,31903.0,705.0,274.0,66.0,74.2,103.73,106.68,73129.0,29229.0,2006.0
,,,,,,,,3.0,1.0,52.0,72.0,132.0,166.0,396.0,166.0,658.0,-20.81829121540313,222.0,053,55053,1.0,1.0,58.0,58.0,79.0,79.0,79.0,79.0,62.27,-3.2473586078309413,65.1,7.1595935860268245,2.154930142925967,107.35,101.67,3.6797372995943434,16.0,8.0,54.63,43.5,77.31,79.38,1237.0,635.0,55,70634.0,-0.17907533530136444,22570.0,557.0,201.0,61.97,64.97,108.24,101.43,60292.0,20388.0,2007.0
,,,,,,,,4.0,,122.0,,72.0,,288.0,,1416.0,115.19756838905776,504.0,053,55053,,,,,,,,,62.05,-0.3533001445318873,71.48,7.244287796212867,2.3110394842868653,114.72,121.56,6.865393572426637,32.0,16.0,35.13,28.25,65.75,44.75,2104.0,716.0,55,162440.0,1.2997423337203045,61264.0,1260.0,468.0,62.41,74.09,115.96,125.1,146108.0,58548.0,2008.0
,,,,,,,,,,,,,,,,264.0,-81.35593220338984,141.0,053,55053,,,,,,,,,118.7,91.2973408541499,150.06,-45.53813453275196,1.2586352148272955,119.52,128.92,4.184100418410042,4.0,3.0,46.75,51.33,158.5,161.0,634.0,483.0,55,31552.0,-0.8057621275547895,18178.0,228.0,128.0,122.16,158.05,119.18,129.41,27174.0,16564.0,2009.0
,,,,,,,,3.0,1.0,118.33,148.0,166.0,204.0,498.0,204.0,249.0,-5.681818181818176,125.0,053,55053,1.0,1.0,84.0,84.0,72.0,72.0,72.0,72.0,108.59,-8.51727042965459,136.76,19.846177231256746,1.5084261902569296,131.04,126.02,9.638554216867457,9.0,6.0,66.33,73.5,112.44,121.33,1012.0,728.0,55,32629.0,0.034134127789046564,15752.0,217.0,110.0,109.34,135.22,127.68,117.29,27706.0,12902.0,2010.0
,,,,,,,,,,,,,,,,188.0,-24.497991967871492,98.0,053,55053,,,,,,,,,92.99,-14.365963716732677,122.14,12.6499834687543,1.6992418539627916,126.41,126.61,-3.533272283272282,7.0,4.0,86.29,102.5,144.71,147.5,1013.0,590.0,55,23766.0,-0.27162953201140094,12408.0,166.0,91.0,95.04,121.69,125.15,124.96,20775.0,11371.0,2011.0
,,,,,,,,,,,,,,,,264.0,40.42553191489362,175.0,053,55053,,,,,,,,,109.16,17.388966555543604,124.05,-20.729903587496402,1.3469906559179186,117.63,114.42,-6.945653033778976,7.0,6.0,79.43,57.67,101.0,71.5,707.0,429.0,55,31054.0,0.30665656820668175,20023.0,244.0,160.0,84.29,87.01,118.56,116.21,28928.0,18594.0,2012.0
,,,,,,,,2.0,1.0,59.5,97.0,100.5,133.0,201.0,133.0,381.0,44.31818181818181,245.0,053,55053,,,,,,,,,75.85,-30.51484060095273,81.13,38.348879044943395,1.8635464733025708,113.08,116.18,-3.868060868825973,6.0,2.0,160.0,126.0,152.17,221.5,913.0,443.0,55,43084.0,0.38738970825014496,28464.0,359.0,238.0,73.95,78.88,112.59,115.45,40421.0,27478.0,2013.0
,,,,,,,,1.0,,96.0,,142.0,,142.0,,330.0,-13.38582677165354,223.0,053,55053,,,,,,,,,73.62,-2.940013183915613,76.13,-4.569644481691526,1.7783890247215428,104.74,104.57,-7.3753095153873405,6.0,3.0,65.67,69.67,125.17,149.67,751.0,449.0,55,34564.0,-0.1977532262556866,23320.0,317.0,218.0,70.59,71.6,104.44,103.41,33107.0,22544.0,2014.0
